date,Tipo,Volume,Price,SL,TP,Saldo,Price Vol,Scaled Price Return,Retorno,Dummy,Open,High,Low,Close,Tick,Vol,Returns,Scaled Returns,Proba Returns,Candle Size,MM20,MM10,MM5,MM2
2019-09-17 17:00:01,sell,19,104955,103495,106395,1121642,0.0002,-0.02044632,4448,1,104975.0,104975.0,104955.0,104965.0,145,815,0.00028589126602182304,-0.04387610657508834,0.39932646970460567,20.0,13.0,11.5,12.0,12.5
2019-09-19 11:10:14,sell,38,105835,105835,108735,1119442,0.0084,0.40224148,-2200,0,105870.0,105880.0,105865.0,105875.0,160,449,0.008669556518839614,-0.04387610657508834,0.39932646970460567,15.0,13.0,11.5,13.0,17.5
2019-09-19 16:57:00,buy,19,104745,105775,102875,1122256,-0.0103,-0.567196943,2814,1,104740.0,104740.0,104730.0,104735.0,40,140,-0.01076741440377804,-0.04387610657508834,0.39932646970460567,10.0,12.25,11.5,12.0,12.5
2019-09-19 17:00:01,buy,19,104660,105775,102875,1125393,-0.0008,-0.074914779,3137,1,104675.0,104680.0,104665.0,104670.0,117,573,-0.0006206139303957608,-0.04387610657508834,0.39932646970460567,15.0,12.5,12.0,13.0,12.5
2019-09-24 16:57:00,buy,19,104075,104985,102085,1127751,-0.0056,-0.322833281,2358,1,104070.0,104070.0,104070.0,104070.0,7,18,-0.005732301519059902,-0.04387610657508834,0.39932646970460567,0.0,11.5,11.0,12.0,7.5
2019-09-24 17:00:01,buy,19,104095,104985,102085,1130033,0.0002,-0.022837538,2282,1,104095.0,104100.0,104090.0,104095.0,109,614,0.00024022292687614106,-0.04387610657508834,0.39932646970460567,10.0,11.75,11.0,10.0,5.0
2019-09-26 16:57:00,sell,9,105515,104695,107595,1130969,0.0136,0.675003862,936,1,105515.0,105520.0,105515.0,105515.0,33,118,0.013641385273067871,-0.04387610657508834,0.39932646970460567,5.0,10.25,10.5,8.0,7.5
2019-09-26 17:00:01,sell,9,105575,104695,107595,1132013,0.0006,-0.003303563,1044,1,105580.0,105585.0,105575.0,105585.0,72,298,0.0006634127849120978,-0.04387610657508834,0.39932646970460567,10.0,10.25,10.0,8.0,7.5
2019-09-30 15:45:21,buy,38,105370,105365,102465,1129775,-0.0019,-0.133560377,-2238,0,105350.0,105355.0,105350.0,105350.0,57,342,-0.002225694937727897,-0.04387610657508834,0.39932646970460567,5.0,10.0,9.5,6.0,7.5
2019-10-01 16:57:00,buy,19,104205,104680,101780,1130500,-0.0111,-0.606487313,725,1,104200.0,104200.0,104195.0,104195.0,46,216,-0.010963455149501661,-0.04387610657508834,0.39932646970460567,5.0,9.75,9.5,7.0,5.0
2019-10-01 17:00:01,buy,19,104170,104680,101780,1131358,-0.0003,-0.05023631,858,1,104165.0,104170.0,104160.0,104165.0,132,436,-0.000287921685301598,-0.04387610657508834,0.39932646970460567,10.0,10.0,8.5,7.0,7.5
2019-10-04 12:08:21,buy,38,101580,101575,98675,1129140,-0.0249,-1.32288928,-2218,0,101570.0,101575.0,101565.0,101565.0,65,193,-0.02496039936638986,-0.04387610657508834,0.39932646970460567,10.0,9.75,8.0,8.0,10.0
2019-10-04 13:27:43,buy,38,101550,101535,98635,1126826,-0.0003,-0.048132667,-2314,0,101515.0,101520.0,101515.0,101520.0,28,139,-0.00044306601683650863,-0.04387610657508834,0.39932646970460567,5.0,9.5,7.5,7.0,7.5
2019-10-04 16:57:00,sell,19,102740,101780,104680,1129364,0.0117,0.575223852,2538,1,102740.0,102745.0,102730.0,102735.0,305,1995,0.011968085106382979,-0.04387610657508834,0.39932646970460567,15.0,9.75,7.5,9.0,10.0
2019-10-04 17:00:01,sell,19,102635,101780,104680,1131503,-0.001,-0.085837162,2139,1,102630.0,102630.0,102615.0,102625.0,167,643,-0.0010707159195989682,-0.04387610657508834,0.39932646970460567,15.0,10.0,9.0,11.0,15.0
2019-10-08 12:33:16,sell,38,101115,101120,104020,1129245,-0.0148,-0.801244919,-2258,0,101100.0,101105.0,101095.0,101095.0,89,361,-0.014908647990255786,-0.04387610657508834,0.39932646970460567,10.0,10.0,9.0,11.0,12.5
2019-10-09 16:57:00,sell,19,101350,100815,103715,1130178,0.0023,0.087781561,933,1,101350.0,101355.0,101350.0,101350.0,40,166,0.002522379939660715,-0.04387610657508834,0.39932646970460567,5.0,9.75,9.0,10.0,7.5
2019-10-09 17:00:01,sell,19,101355,100815,103715,1131130,0.0,-0.030248844,952,1,101325.0,101330.0,101315.0,101315.0,104,400,-0.0003453379378391712,-0.04387610657508834,0.39932646970460567,15.0,9.75,9.5,12.0,10.0
2019-10-15 16:22:16,sell,38,104630,104635,107535,1128892,0.0323,1.643777541,-2238,0,104660.0,104665.0,104660.0,104665.0,5,10,0.033065192715787395,-0.04387610657508834,0.39932646970460567,5.0,9.5,9.5,10.0,10.0
2019-10-16 10:41:08,buy,38,104845,104840,101940,1126694,0.0021,0.07381217,-2198,0,104810.0,104820.0,104805.0,104805.0,125,542,0.0013376009172120576,-0.04387610657508834,0.39932646970460567,15.0,10.0,10.5,10.0,10.0
2019-10-16 13:59:32,buy,38,105095,105090,102190,1124456,0.0024,0.090914812,-2238,0,105095.0,105095.0,105085.0,105085.0,27,71,0.0026716282620104005,-0.04387610657508834,0.39932646970460567,10.0,9.5,10.5,10.0,12.5
2019-10-16 16:57:00,sell,19,106240,105075,107975,1127783,0.0109,0.532496828,3327,1,106240.0,106240.0,106235.0,106240.0,7,17,0.010991102440881192,-0.04387610657508834,0.39932646970460567,5.0,9.0,10.0,10.0,7.5
2019-10-16 17:00:01,sell,19,106240,105075,107975,1131110,0.0,-0.032808644,3327,1,106235.0,106240.0,106230.0,106235.0,43,148,-4.7063253012048195e-05,-0.04387610657508834,0.39932646970460567,10.0,9.0,10.5,9.0,7.5
2019-10-18 11:35:13,sell,38,105980,105990,108890,1128834,-0.0024,-0.159791486,-2276,0,106005.0,106020.0,106000.0,106020.0,443,1435,-0.0020238151268414366,-0.04387610657508834,0.39932646970460567,20.0,9.25,11.0,12.0,15.0
2019-10-18 14:21:21,buy,38,105715,105705,102805,1126558,-0.0025,-0.16255098,-2276,0,105615.0,105620.0,105615.0,105615.0,14,64,-0.0038200339558573855,-0.04387610657508834,0.39932646970460567,5.0,9.5,10.0,10.0,12.5
2019-10-21 12:01:21,buy,38,105815,105805,102905,1124322,0.0009,0.016273457,-2236,0,105715.0,105720.0,105715.0,105720.0,21,53,0.0009941769634995029,-0.04387610657508834,0.39932646970460567,5.0,9.25,9.5,9.0,5.0
2019-10-21 12:54:10,buy,38,105825,105810,102910,1122028,0.0001,-0.027905072,-2294,0,105770.0,105770.0,105760.0,105760.0,130,454,0.00037835792659856227,-0.04387610657508834,0.39932646970460567,10.0,9.5,10.0,10.0,7.5
2019-10-21 16:57:00,sell,19,106665,105865,108765,1123958,0.0079,0.379052448,1930,1,106665.0,106665.0,106660.0,106665.0,30,75,0.008557110438729199,-0.04387610657508834,0.39932646970460567,5.0,9.25,9.0,9.0,7.5
2019-10-21 17:00:01,sell,19,106685,105865,108765,1125964,0.0002,-0.023079652,2006,1,106685.0,106690.0,106680.0,106685.0,68,241,0.00018750292973327708,-0.04387610657508834,0.39932646970460567,10.0,9.5,9.5,7.0,7.5
2019-10-24 16:57:00,buy,19,107815,108425,105525,1127182,0.0106,0.516776316,1218,1,107810.0,107810.0,107805.0,107810.0,23,65,0.010545062567371232,-0.04387610657508834,0.39932646970460567,5.0,9.5,8.5,7.0,7.5
2019-10-24 17:00:01,buy,19,107755,108425,105525,1128628,-0.0006,-0.061684297,1446,1,107765.0,107785.0,107755.0,107775.0,279,1176,-0.00032464520916427046,-0.04387610657508834,0.39932646970460567,30.0,10.5,10.5,12.0,17.5
2019-10-28 16:57:00,sell,19,108870,108040,110940,1130672,0.0103,0.504096041,2044,1,108870.0,108870.0,108855.0,108860.0,191,674,0.010067269774994201,-0.04387610657508834,0.39932646970460567,15.0,10.75,11.5,13.0,22.5
2019-10-28 17:00:01,sell,19,108820,108040,110940,1132526,-0.0005,-0.056638506,1854,1,108820.0,108825.0,108815.0,108820.0,64,261,-0.00036744442403086535,-0.04387610657508834,0.39932646970460567,10.0,11.0,11.5,14.0,12.5
2019-10-30 12:08:43,buy,38,107675,107670,104770,1130288,-0.0105,-0.578763234,-2238,0,107645.0,107645.0,107640.0,107645.0,49,223,-0.010797647491269987,-0.04387610657508834,0.39932646970460567,5.0,10.5,10.0,13.0,7.5
2019-10-30 16:57:00,sell,19,108965,107630,110530,1134281,0.012,0.588825108,3993,1,108965.0,108965.0,108960.0,108965.0,42,158,0.012262529611222072,-0.04387610657508834,0.39932646970460567,5.0,10.0,10.0,13.0,5.0
2019-10-30 17:00:01,sell,19,109030,107630,110530,1138521,0.0006,-0.001856831,4240,1,109025.0,109025.0,109020.0,109025.0,43,155,0.0005506355251686322,-0.04387610657508834,0.39932646970460567,5.0,9.75,10.0,8.0,5.0
2019-11-01 15:24:08,sell,38,108410,108450,111350,1136057,-0.0057,-0.327865312,-2464,0,108520.0,108535.0,108520.0,108530.0,88,419,-0.004540243063517542,-0.04387610657508834,0.39932646970460567,15.0,10.25,10.5,8.0,10.0
2019-11-05 12:00:13,buy,38,109530,109525,106625,1133839,0.0103,0.503245226,-2218,0,109515.0,109540.0,109515.0,109535.0,650,2274,0.009260112411314844,-0.04387610657508834,0.39932646970460567,25.0,10.75,12.5,11.0,20.0
2019-11-05 16:57:00,sell,19,109125,108975,111875,1133299,-0.0037,-0.22466743,-540,0,109125.0,109125.0,109125.0,109125.0,10,55,-0.0037430958141233396,-0.04387610657508834,0.39932646970460567,0.0,10.5,11.5,10.0,12.5
2019-11-05 17:00:01,sell,19,109015,108975,111875,1132341,-0.001,-0.085111834,-958,0,109025.0,109025.0,109015.0,109020.0,92,376,-0.0009621993127147767,-0.04387610657508834,0.39932646970460567,10.0,10.25,12.0,11.0,5.0
2019-11-08 11:59:06,sell,38,108595,108605,111505,1130045,-0.0039,-0.232713244,-2296,0,108940.0,108940.0,108885.0,108890.0,723,2587,-0.001192441753806641,-0.04387610657508834,0.39932646970460567,55.0,12.5,14.5,21.0,32.5
2019-11-08 16:57:00,buy,19,107775,109265,106365,1134607,-0.0076,-0.424608055,4562,1,107770.0,107770.0,107760.0,107765.0,37,130,-0.010331527229313986,-0.04387610657508834,0.39932646970460567,10.0,12.75,14.0,20.0,32.5
2019-11-08 17:00:01,buy,19,107920,109265,106365,1138618,0.0013,0.037000085,4011,1,107920.0,107920.0,107910.0,107920.0,81,342,0.0014383148517607758,-0.04387610657508834,0.39932646970460567,10.0,12.75,14.0,17.0,10.0
2019-11-12 16:57:00,buy,19,107165,107895,104995,1140292,-0.007,-0.395807095,1674,1,107160.0,107165.0,107155.0,107165.0,26,67,-0.0069959229058561894,-0.04387610657508834,0.39932646970460567,10.0,12.25,14.5,19.0,10.0
2019-11-12 17:00:01,buy,19,107255,107895,104995,1141624,0.0008,0.010767551,1332,1,107260.0,107280.0,107255.0,107280.0,156,725,0.001073111556944898,-0.04387610657508834,0.39932646970460567,25.0,13.25,16.5,22.0,17.5
2019-11-14 16:57:00,sell,19,106965,106350,109250,1142851,-0.0027,-0.173103002,1227,1,106965.0,106970.0,106965.0,106965.0,13,29,-0.002936241610738255,-0.04387610657508834,0.39932646970460567,5.0,13.25,16.5,12.0,15.0
2019-11-14 17:00:01,sell,19,106965,106350,109250,1144078,0.0,-0.032808644,1227,1,106960.0,106960.0,106955.0,106960.0,25,71,-4.674426214182209e-05,-0.04387610657508834,0.39932646970460567,5.0,13.0,15.5,11.0,5.0
2019-11-19 16:57:00,buy,19,106065,107190,104290,1147253,-0.0084,-0.469385361,3175,1,106060.0,106065.0,106055.0,106060.0,39,209,-0.008414360508601346,-0.04387610657508834,0.39932646970460567,10.0,13.25,14.0,11.0,7.5
2019-11-19 17:00:01,buy,19,106020,107190,104290,1150599,-0.0004,-0.054822705,3346,1,106020.0,106020.0,106015.0,106015.0,44,158,-0.00042428813878936454,-0.04387610657508834,0.39932646970460567,5.0,13.0,14.5,10.0,7.5
2019-11-25 16:57:00,sell,19,108790,108470,111370,1150705,0.0261,1.322854303,106,1,108790.0,108795.0,108790.0,108795.0,19,66,0.026222704334292316,-0.04387610657508834,0.39932646970460567,5.0,13.0,14.0,6.0,5.0
2019-11-25 17:00:01,sell,19,108830,108470,111370,1150963,0.0004,-0.013730735,258,1,108830.0,108830.0,108820.0,108820.0,111,414,0.00022978997196562343,-0.04387610657508834,0.39932646970460567,10.0,12.0,9.5,7.0,7.5
2019-11-28 16:57:00,sell,19,108520,107715,110615,1152942,-0.0028,-0.180608095,1979,1,108520.0,108520.0,108515.0,108520.0,20,53,-0.0027568461679838264,-0.04387610657508834,0.39932646970460567,5.0,11.5,9.0,7.0,7.5
2019-11-28 17:00:01,sell,19,108530,107715,110615,1154959,0.0001,-0.0280273,2017,1,108525.0,108525.0,108520.0,108520.0,20,58,0.0,-0.04387610657508834,0.39932646970460567,5.0,11.25,8.5,6.0,5.0
2019-12-02 16:57:00,sell,19,109335,108910,111810,1155474,0.0074,0.352054067,515,1,109335.0,109335.0,109330.0,109330.0,50,176,0.007464061924069296,-0.04387610657508834,0.39932646970460567,5.0,11.25,8.0,6.0,5.0
2019-12-02 17:00:01,sell,19,109320,108910,111810,1155932,-0.0001,-0.039927198,458,1,109330.0,109335.0,109325.0,109330.0,169,551,0.0,-0.04387610657508834,0.39932646970460567,10.0,11.5,6.5,7.0,7.5
2019-12-04 16:57:00,sell,19,110305,109520,112420,1157835,0.009,0.434707233,1903,1,110305.0,110310.0,110305.0,110305.0,18,85,0.0089179548156956,-0.04387610657508834,0.39932646970460567,5.0,11.5,6.5,6.0,7.5
2019-12-04 17:00:01,sell,19,110290,109520,112420,1159681,-0.0001,-0.039864599,1846,1,110285.0,110295.0,110285.0,110290.0,59,275,-0.00013598658265717782,-0.04387610657508834,0.39932646970460567,10.0,11.25,7.0,7.0,7.5
2019-12-06 16:57:00,sell,9,111340,110860,113760,1160005,0.0095,0.461175398,324,1,111340.0,111345.0,111340.0,111345.0,4,15,0.009565690452443558,-0.04387610657508834,0.39932646970460567,5.0,10.25,6.5,7.0,7.5
2019-12-06 17:00:01,sell,9,111335,110860,113760,1160320,0.0,-0.035138765,315,1,111335.0,111350.0,111335.0,111350.0,99,436,4.490547397727783e-05,-0.04387610657508834,0.39932646970460567,15.0,11.0,7.5,9.0,10.0
2019-12-10 15:16:21,buy,38,110605,110590,107690,1158026,-0.0066,-0.373021643,-2294,0,110545.0,110550.0,110545.0,110545.0,36,203,-0.007229456668163449,-0.04387610657508834,0.39932646970460567,5.0,10.75,7.5,8.0,10.0
2019-12-11 14:00:02,sell,38,110885,110885,113785,1155806,0.0025,0.098545273,-2220,0,110885.0,110895.0,110885.0,110895.0,476,2313,0.0031661314396851962,-0.04387610657508834,0.39932646970460567,10.0,8.5,7.5,9.0,7.5
2019-12-12 16:57:00,sell,19,112345,111545,114445,1157746,0.0132,0.650378699,1940,1,112345.0,112350.0,112345.0,112350.0,7,36,0.013120519410252942,-0.04387610657508834,0.39932646970460567,5.0,8.25,7.5,8.0,7.5
2019-12-12 17:00:01,sell,19,112375,111545,114445,1159800,0.0003,-0.018952982,2054,1,112385.0,112400.0,112380.0,112385.0,566,2526,0.00031152647975077883,-0.04387610657508834,0.39932646970460567,20.0,8.75,9.0,11.0,12.5
2019-12-16 15:44:10,sell,38,112970,112985,115885,1157486,0.0053,0.241921946,-2314,0,113035.0,113040.0,113020.0,113025.0,250,1270,0.005694710148151444,-0.04387610657508834,0.39932646970460567,20.0,9.25,10.5,12.0,20.0
2019-12-17 16:57:00,sell,19,112450,112145,115045,1157535,-0.0046,-0.271644744,49,1,112450.0,112455.0,112450.0,112450.0,32,137,-0.0050873700508737,-0.04387610657508834,0.39932646970460567,5.0,8.25,10.0,12.0,12.5
2019-12-17 17:00:01,sell,19,112475,112145,115045,1157679,0.0002,-0.02127304,144,1,112480.0,112490.0,112480.0,112490.0,117,748,0.0003557136505113384,-0.04387610657508834,0.39932646970460567,10.0,8.5,10.5,12.0,7.5
2019-12-20 14:00:19,sell,38,115395,115395,118295,1155459,0.026,1.314250321,-2220,0,115440.0,115445.0,115430.0,115430.0,63,306,0.02613565650280025,-0.04387610657508834,0.39932646970460567,15.0,9.0,11.0,14.0,12.5
2019-12-23 16:57:00,buy,19,115875,116010,113110,1154872,0.0042,0.183022446,-587,0,115870.0,115870.0,115865.0,115865.0,6,20,0.0037685177163648965,-0.04387610657508834,0.39932646970460567,5.0,8.75,11.0,11.0,10.0
2019-12-23 17:00:01,buy,19,115915,116010,113110,1154133,0.0003,-0.014897224,-739,0,115910.0,115915.0,115910.0,115910.0,36,78,0.0003883830319768696,-0.04387610657508834,0.39932646970460567,5.0,8.75,10.0,8.0,5.0
2019-12-30 11:39:10,sell,38,117285,117295,120195,1151857,0.0118,0.580445773,-2276,0,117340.0,117340.0,117335.0,117340.0,75,253,0.012337158139936157,-0.04387610657508834,0.39932646970460567,5.0,8.75,10.0,8.0,5.0
2019-12-30 16:57:00,buy,19,116595,117100,114200,1152686,-0.0059,-0.338066166,829,1,116590.0,116595.0,116590.0,116590.0,14,31,-0.006391682290778933,-0.04387610657508834,0.39932646970460567,5.0,8.5,9.5,7.0,5.0
2019-12-30 17:00:01,buy,19,116575,117100,114200,1153591,-0.0002,-0.04170905,905,1,116570.0,116570.0,116560.0,116565.0,37,86,-0.0002144266232095377,-0.04387610657508834,0.39932646970460567,10.0,8.75,10.0,6.0,7.5
2020-01-06 12:10:10,buy,38,117265,117260,114360,1151413,0.0059,0.27430805,-2178,0,117220.0,117225.0,117210.0,117215.0,298,1101,0.005576287908034144,-0.04387610657508834,0.39932646970460567,15.0,9.25,9.5,8.0,12.5
2020-01-07 15:18:20,buy,38,117225,117220,114320,1149215,-0.0003,-0.05050775,-2198,0,117210.0,117215.0,117205.0,117205.0,109,350,-8.531331314251589e-05,-0.04387610657508834,0.39932646970460567,10.0,9.5,8.5,9.0,12.5
2020-01-08 13:38:07,buy,18,116985,117380,114480,1149557,-0.002,-0.139039518,342,1,116920.0,116940.0,116920.0,116935.0,167,791,-0.0023036559873725526,-0.04387610657508834,0.39932646970460567,20.0,10.0,10.0,12.0,15.0
2020-01-08 15:46:20,sell,38,116870,116885,119785,1147283,-0.001,-0.083815366,-2274,0,116955.0,116960.0,116955.0,116960.0,26,77,0.00021379398811305426,-0.04387610657508834,0.39932646970460567,5.0,10.0,9.5,12.0,12.5
2020-01-09 10:56:01,sell,38,116880,116880,119780,1145163,0.0001,-0.028368912,-2120,0,116900.0,116910.0,116895.0,116900.0,320,1066,-0.0005129958960328317,-0.04387610657508834,0.39932646970460567,15.0,10.25,9.5,13.0,10.0
2020-01-09 13:05:21,buy,38,116750,116745,113845,1142985,-0.0011,-0.090520216,-2178,0,116715.0,116720.0,116710.0,116715.0,65,215,-0.0015825491873396064,-0.04387610657508834,0.39932646970460567,10.0,10.5,10.0,12.0,12.5
2020-01-09 16:57:00,buy,19,116355,116595,113695,1142797,-0.0034,-0.208358292,-188,0,116350.0,116350.0,116340.0,116345.0,70,299,-0.0031701152379728396,-0.04387610657508834,0.39932646970460567,10.0,10.25,10.5,12.0,10.0
2020-01-09 17:00:01,buy,19,116295,116595,113695,1142837,-0.0005,-0.059564937,40,1,116275.0,116290.0,116275.0,116290.0,86,439,-0.0004727319609781254,-0.04387610657508834,0.39932646970460567,15.0,10.75,11.5,11.0,12.5
2020-01-13 11:20:05,sell,38,116460,116470,119370,1140561,0.0014,0.040809126,-2276,0,116805.0,116810.0,116805.0,116810.0,22,69,0.004471579671510878,-0.04387610657508834,0.39932646970460567,5.0,10.5,11.5,11.0,10.0
2020-01-13 16:57:00,sell,19,117700,116880,119780,1142567,0.0106,0.519656212,2006,1,117700.0,117700.0,117685.0,117685.0,81,615,0.007490797020803013,-0.04387610657508834,0.39932646970460567,15.0,11.0,12.0,11.0,10.0
2020-01-13 17:00:01,sell,19,117625,116880,119780,1144288,-0.0006,-0.065871819,1721,1,117630.0,117635.0,117625.0,117630.0,81,340,-0.00046734927985724603,-0.04387610657508834,0.39932646970460567,10.0,10.5,11.5,11.0,12.5
2020-01-15 16:10:13,buy,38,116965,116960,114060,1142050,-0.0056,-0.323950104,-2238,0,116955.0,116965.0,116955.0,116955.0,54,314,-0.005738332058148432,-0.04387610657508834,0.39932646970460567,10.0,10.0,11.5,11.0,10.0
2020-01-16 16:57:00,buy,19,116765,117340,114440,1143135,-0.0017,-0.121531155,1085,1,116760.0,116765.0,116760.0,116765.0,104,493,-0.0016245564533367534,-0.04387610657508834,0.39932646970460567,5.0,10.0,10.0,9.0,7.5
2020-01-16 17:00:01,buy,19,116750,117340,114440,1144277,-0.0001,-0.03947423,1142,1,116745.0,116750.0,116740.0,116740.0,65,170,-0.00021410525414293667,-0.04387610657508834,0.39932646970460567,10.0,10.0,10.5,10.0,7.5
2020-01-21 11:41:02,sell,38,118505,118505,121405,1142137,0.015,0.747165109,-2140,0,118530.0,118540.0,118525.0,118540.0,143,788,0.015418879561418537,-0.04387610657508834,0.39932646970460567,15.0,10.0,10.5,10.0,12.5
2020-01-21 16:57:00,buy,19,117845,117900,115000,1141276,-0.0056,-0.321788132,-861,0,117840.0,117845.0,117840.0,117845.0,23,65,-0.005862999831280581,-0.04387610657508834,0.39932646970460567,5.0,10.0,10.0,9.0,10.0
2020-01-21 17:00:01,buy,19,117805,117900,115000,1140567,-0.0003,-0.05042064,-709,0,117800.0,117805.0,117795.0,117795.0,61,294,-0.00042428613857185284,-0.04387610657508834,0.39932646970460567,10.0,10.25,10.0,9.0,7.5
2020-01-23 16:57:00,sell,19,119545,117485,120385,1147285,0.0148,0.733573331,6718,1,119545.0,119550.0,119540.0,119545.0,101,429,0.01485631817988879,-0.04387610657508834,0.39932646970460567,10.0,10.5,9.5,10.0,10.0
2020-01-23 17:00:01,sell,19,119585,117485,120385,1154155,0.0003,-0.0154471,6870,1,119590.0,119595.0,119590.0,119590.0,24,78,0.0003764272867957673,-0.04387610657508834,0.39932646970460567,5.0,10.5,9.5,9.0,7.5
2020-02-03 11:00:14,buy,38,114020,113995,111095,1151765,-0.0465,-2.447425441,-2390,0,113920.0,113920.0,113915.0,113920.0,37,101,-0.04741199096914458,-0.04387610657508834,0.39932646970460567,5.0,10.25,8.5,7.0,5.0
2020-02-03 16:57:00,sell,19,115220,114470,117370,1153515,0.0105,0.513276003,1750,1,115220.0,115220.0,115215.0,115220.0,55,267,0.011411516853932584,-0.04387610657508834,0.39932646970460567,5.0,9.75,8.0,7.0,5.0
2020-02-03 17:00:01,sell,19,115225,114470,117370,1155284,0.0,-0.030556988,1769,1,115225.0,115225.0,115215.0,115220.0,44,308,0.0,-0.04387610657508834,0.39932646970460567,10.0,9.75,8.0,7.0,7.5
2020-02-06 16:57:00,buy,9,114840,116960,114060,1158560,-0.0033,-0.206178572,3276,1,114835.0,114840.0,114830.0,114840.0,59,300,-0.0032980385349765666,-0.04387610657508834,0.39932646970460567,10.0,9.25,8.5,7.0,10.0
2020-02-06 17:00:01,buy,9,114795,116960,114060,1161917,-0.0004,-0.053140596,3357,1,114790.0,114795.0,114775.0,114790.0,175,765,-0.0004353883664228492,-0.04387610657508834,0.39932646970460567,20.0,10.0,9.5,10.0,15.0
2020-02-14 16:57:00,buy,19,115065,116215,113315,1165187,0.0024,0.089230893,3270,1,115060.0,115065.0,115045.0,115045.0,144,787,0.002221447861311961,-0.04387610657508834,0.39932646970460567,20.0,10.25,10.0,13.0,20.0
2020-02-14 17:00:01,buy,19,115030,116215,113315,1168590,-0.0003,-0.048591462,3403,1,115020.0,115025.0,115020.0,115020.0,24,75,-0.00021730627145899432,-0.04387610657508834,0.39932646970460567,5.0,10.0,10.0,13.0,12.5
2020-02-18 10:42:08,sell,38,114965,114980,117880,1166256,-0.0006,-0.06212851,-2334,0,115050.0,115055.0,115050.0,115050.0,82,475,0.0002608242044861763,-0.04387610657508834,0.39932646970460567,5.0,9.75,9.5,12.0,5.0
2020-02-18 12:37:10,sell,38,114710,114710,117610,1164096,-0.0022,-0.14789777,-2160,0,114750.0,114755.0,114750.0,114755.0,64,318,-0.002564102564102564,-0.04387610657508834,0.39932646970460567,5.0,9.25,9.0,11.0,5.0
2020-02-18 16:18:07,buy,38,114720,114715,111815,1161858,0.0001,-0.028285311,-2238,0,114705.0,114720.0,114705.0,114715.0,334,1804,-0.00034856868981743717,-0.04387610657508834,0.39932646970460567,15.0,9.75,10.0,10.0,10.0
2020-02-19 16:57:00,sell,19,116990,115735,118635,1165537,0.0198,0.993898244,3679,1,116990.0,116990.0,116985.0,116990.0,14,27,0.019831756962908075,-0.04387610657508834,0.39932646970460567,5.0,9.25,10.0,7.0,10.0
2020-02-19 17:00:01,sell,19,117010,115735,118635,1169292,0.0002,-0.023938288,3755,1,117020.0,117025.0,117020.0,117025.0,30,81,0.0002991708693050688,-0.04387610657508834,0.39932646970460567,5.0,9.0,10.0,7.0,5.0
2020-03-31 12:01:10,sell,38,74670,74680,77580,1167116,-0.3618,-18.8081409,-2176,0,74750.0,74750.0,74725.0,74730.0,163,625,-0.36141850032044437,-0.04387610657508834,0.39932646970460567,25.0,9.75,11.5,11.0,15.0
2020-03-31 16:20:06,buy,19,72440,75240,72340,1176686,-0.0299,-1.582404579,9570,1,72875.0,72910.0,72865.0,72900.0,509,1291,-0.02448815736651947,-0.04387610657508834,0.39932646970460567,45.0,11.75,15.0,19.0,35.0
2020-03-31 16:20:07,buy,19,72280,75240,72340,1186864,-0.0022,-0.147413045,10178,1,72900.0,72915.0,72885.0,72885.0,249,577,-0.00020576131687242798,-0.04387610657508834,0.39932646970460567,30.0,12.75,16.0,22.0,37.5
2020-04-17 15:56:10,buy,38,78525,78520,75620,1184626,0.0864,4.450246239,-2238,0,78390.0,78395.0,78385.0,78395.0,89,389,0.07559854565411264,-0.04387610657508834,0.39932646970460567,10.0,12.5,15.0,23.0,20.0
